fare_amount,passenger_count,distance_m,pickup_time
6.5,2,1043,14
17.7,5,3748,01
15.5,2,4532,07
26.5,1,3224,06
8.5,1,2385,01
10.5,2,2080,17
7.0,2,1320,07
14.5,1,2458,11
5.3,1,2370,17
4.0,1,904,21
9.5,1,1858,14
8.1,1,2410,13
6.0,1,1156,22
7.5,1,1535,01
14.0,1,4289,23
11.7,3,4179,17
57.33,4,20920,08
7.0,5,1028,15
31.3,2,10548,05
11.0,4,2784,02
9.0,2,2223,19
4.9,2,1118,16
5.0,2,976,15
3.5,1,792,02
8.1,5,2537,00
10.5,3,2656,15
6.9,1,1677,09
5.7,1,2131,19
7.7,1,2705,11
16.0,1,3370,09
4.1,3,705,21
11.0,5,3878,05
16.5,4,5413,13
46.8,2,17315,00
8.5,1,3085,21
11.5,1,2589,08
11.5,6,2825,13
15.5,1,2476,11
6.1,5,1792,17
12.9,1,4929,20
7.3,3,2606,07
45.0,1,3910,23
57.54,1,19877,07
10.1,1,4718,07
14.5,2,4146,20
8.5,1,2036,01
14.0,3,2784,18
11.5,2,1860,21
17.7,1,7634,07
6.0,1,1446,17
6.0,1,1069,10
6.5,1,1438,09
12.5,1,2265,19
22.5,1,3097,08
11.5,6,2020,08
4.5,1,1706,14
7.0,1,2170,04
9.0,4,2353,19
20.0,1,8854,02
34.0,1,14383,02
24.0,1,4442,00
36.5,1,10508,12
7.5,1,1833,04
6.0,1,1247,17
7.7,1,1872,21
11.7,1,4215,14
5.3,1,1737,20
13.5,1,4238,02
3.7,1,917,19
14.5,2,4065,18
8.9,1,3185,12
7.5,1,1141,19
48.83,2,12389,10
4.5,4,644,19
10.5,1,2725,08
6.5,1,1518,16
19.0,1,6833,18
8.5,1,1961,09
5.5,1,1466,08
33.0,1,14766,22
6.5,2,1695,15
27.0,1,6441,14
5.5,6,966,12
8.5,1,2856,05
15.0,1,3165,08
31.83,1,6916,19
8.0,6,1203,19
5.5,6,866,22
9.0,1,1341,11
14.9,1,7034,02
5.7,1,1030,10
17.7,3,7618,01
18.9,2,8225,00
6.1,5,1125,10
6.1,1,2925,23
7.0,4,1252,04
49.57,3,5376,14
15.5,1,2564,19
5.0,1,963,15
4.5,1,1484,18
4.5,1,716,15
6.0,5,1176,02
3.7,3,691,19
62.3,1,17287,15
44.5,6,13356,05
16.9,1,3225,14
8.9,1,4080,16
35.33,2,11470,15
15.5,1,2353,10
6.5,1,1582,21
9.7,1,3452,00
9.7,1,3083,18
5.3,2,1691,15
6.0,1,1727,09
26.27,1,10615,09
4.5,1,725,14
7.3,2,2450,00
10.0,5,1839,12
7.3,1,2945,22
11.0,1,3628,08
6.5,1,1108,02
8.5,1,3395,21
4.1,1,779,22
6.9,1,2232,06
13.0,1,4747,11
6.0,2,668,14
13.7,1,4427,21
7.3,1,2856,19
20.0,1,7343,01
57.33,3,20254,14
5.5,1,590,14
9.0,1,2226,23
6.5,5,1649,14
10.5,3,4106,10
10.1,2,3743,10
8.1,5,3059,10
5.7,1,1283,17
4.5,1,850,18
5.7,1,1736,12
4.5,1,908,16
11.7,3,2899,04
8.5,1,2394,09
5.7,1,1359,17
20.0,1,5389,12
24.1,3,9235,07
18.1,3,7657,05
6.1,1,2801,07
8.5,1,2678,23
3.7,1,687,20
6.0,1,1284,20
5.5,1,2016,10
10.9,1,3442,00
5.3,1,1226,19
5.3,5,1846,18
8.5,1,1543,21
18.5,1,8013,23
12.5,1,4347,14
14.5,2,4466,08
3.5,1,436,17
10.0,1,3263,02
4.1,1,682,21
5.5,1,1239,06
13.0,1,5458,06
8.1,1,1894,10
7.3,1,1430,16
14.0,1,5594,09
3.7,6,531,13
8.5,1,2623,15
6.1,5,1705,11
34.5,1,11299,18
13.0,1,3106,03
48.3,3,13355,23
4.5,5,647,12
4.1,1,889,09
40.33,2,10382,23
70.0,4,18293,14
10.5,1,3622,20
8.1,1,2029,08
8.5,1,2688,17
4.1,3,1133,01
8.5,1,2151,17
8.5,1,2609,01
10.1,2,3625,23
44.83,2,10856,13
4.5,6,935,21
6.5,5,2269,07
19.0,1,5832,15
10.9,2,2835,10
4.0,1,870,23
5.0,5,902,23
4.9,1,1206,22
19.5,3,3035,17
28.5,1,9660,16
4.9,1,1264,17
6.5,1,1759,11
31.47,1,10778,15
23.0,1,7672,23
6.5,1,1258,08
2.9,1,440,07
8.0,5,1311,18
7.0,6,2268,08
28.8,1,6981,15
11.5,1,2471,19
4.9,1,981,17
6.5,5,1542,22
3.3,5,438,12
7.1,2,1352,16
32.9,2,10096,09
15.5,2,5126,17
12.1,1,3861,19
6.0,2,856,16
24.5,1,9133,13
4.9,1,1346,17
15.0,1,3084,11
9.5,1,3025,13
6.1,5,1094,00
5.5,1,1217,19
6.5,1,956,18
9.0,1,723,15
6.1,2,1109,23
6.9,1,2172,21
9.5,1,2853,09
9.3,3,3791,02
8.9,1,1718,08
6.1,1,2270,15
5.0,1,1431,14
5.3,1,1138,16
3.0,1,425,09
5.0,2,1348,23
15.7,1,6298,10
7.7,2,3235,23
10.1,1,4588,01
5.3,1,864,20
10.9,1,1635,12
5.0,1,902,14
6.5,1,1485,19
39.3,1,7972,10
29.47,1,9778,11
18.5,1,1801,14
20.2,1,8778,04
32.5,1,13848,11
6.0,1,998,20
5.3,1,1101,15
6.5,1,1537,18
9.0,1,1768,12
9.0,1,2270,13
6.0,1,1566,16
5.5,1,1183,19
52.5,1,18610,20
13.3,1,4765,15
8.9,1,1341,09
18.0,3,4439,17
10.9,2,2487,02
5.3,1,1893,06
7.5,1,2349,02
7.7,1,1716,10
4.0,1,824,13
10.9,2,4301,04
7.5,1,1157,08
6.9,1,771,09
6.1,1,1301,13
15.5,3,2303,23
9.5,1,2335,18
6.0,5,1736,00
15.5,1,5114,07
7.3,1,1867,20
9.5,1,1060,13
8.9,3,3898,12
4.9,1,1476,16
9.7,1,2412,12
29.0,1,13710,21
6.5,1,770,21
4.9,1,803,23
10.0,5,2962,22
16.1,2,6143,17
8.0,1,1467,21
7.5,3,1608,19
7.7,2,2294,18
8.5,1,1475,15
5.3,1,1419,22
14.9,1,4838,18
10.0,1,2983,19
2.9,1,322,15
7.3,1,2120,13
3.7,1,820,18
4.5,1,1422,12
6.5,1,1366,22
32.33,1,8765,05
8.0,2,1535,12
21.5,1,7165,21
12.5,1,3659,13
32.5,1,13772,20
15.5,3,5326,22
8.0,1,2941,22
4.9,1,1328,16
10.9,1,5088,14
12.0,5,3086,18
14.0,6,4326,19
5.5,1,600,12
6.9,1,2414,00
6.5,1,2088,08
19.5,1,5145,15
12.0,6,4066,07
4.1,1,1224,09
4.9,1,1557,10
6.9,2,1548,18
19.3,2,5067,00
11.5,1,1749,00
11.3,1,3863,18
12.5,2,3108,13
33.0,1,11702,08
14.0,1,1730,19
10.5,1,2985,04
8.0,1,1692,21
8.5,1,2692,22
25.0,1,9069,21
8.5,1,2463,11
13.5,1,2097,12
6.5,1,1408,10
4.1,4,579,00
3.7,1,772,18
8.1,1,1424,17
9.7,1,3615,11
19.0,1,6184,11
7.7,1,2654,20
16.1,1,5603,14
8.1,3,1532,18
7.5,1,1538,22
16.1,4,7657,15
6.5,3,1308,11
11.5,1,2968,10
8.5,1,1246,13
9.7,2,4501,01
10.5,3,1920,12
8.0,1,1728,19
5.7,2,1179,11
6.1,5,1815,16
3.5,2,786,17
8.0,1,2307,19
6.1,1,1632,07
2.9,1,317,17
9.7,1,2276,18
7.7,1,2527,02
7.5,1,2469,20
8.9,1,1984,15
8.5,1,2448,21
4.5,1,456,22
10.5,6,1862,13
6.1,2,954,18
7.0,2,1290,20
3.7,1,1098,02
7.3,4,2355,04
5.5,2,988,21
5.7,5,2000,06
19.5,1,8999,01
10.0,5,2902,16
14.5,1,4097,15
6.9,1,1815,14
11.3,1,5623,22
11.5,1,2087,18
12.5,1,1832,08
19.0,1,3236,16
7.0,1,1724,17
4.9,1,751,09
12.5,2,4157,11
4.5,1,918,21
7.5,5,995,20
5.7,1,1969,07
5.5,1,845,08
10.5,1,4076,15
14.0,1,1649,11
20.1,1,4030,12
4.9,2,1438,10
5.0,1,840,00
8.5,2,2586,02
22.0,1,6794,02
10.1,1,2530,15
5.5,4,916,22
4.9,1,849,12
13.3,5,5954,04
16.5,1,5885,23
6.0,1,916,09
6.5,2,1139,17
3.7,2,880,14
10.5,1,2480,08
5.7,2,1311,08
45.0,1,20874,12
4.1,1,865,18
29.450000000000006,3,11267,05
19.0,1,6958,17
6.5,4,2291,00
8.0,1,2535,13
5.0,1,1076,19
10.5,3,1392,10
57.33,6,19607,15
10.2,1,2947,20
5.3,1,929,19
4.5,1,677,06
6.5,5,1525,01
15.0,1,3836,14
52.0,1,19315,09
6.1,2,1341,01
6.1,1,2211,13
9.5,1,2019,14
10.0,1,2859,16
12.5,1,3036,23
14.0,5,3841,21
8.9,1,2553,14
6.9,1,1870,08
10.5,2,3794,10
6.1,1,1221,09
30.0,2,7102,12
13.0,1,1367,21
4.9,1,1319,23
10.1,4,3232,01
11.7,1,4960,13
7.5,1,1923,20
6.0,2,1239,20
14.5,1,5320,22
9.0,1,2435,23
9.7,1,3820,01
6.0,1,1353,11
9.5,1,801,15
8.0,6,1180,14
20.5,1,7648,09
6.1,5,2053,07
7.7,1,2697,17
5.5,2,974,12
5.0,1,641,21
13.0,1,3550,07
4.5,1,1654,15
10.5,1,2190,02
10.5,1,1083,12
4.9,5,1095,17
4.5,1,824,06
15.7,4,5072,15
5.5,1,1821,11
36.27,5,9275,13
5.3,1,1741,01
12.5,1,4553,08
16.5,1,6033,22
8.0,5,1147,18
12.5,1,1570,13
11.0,1,1461,16
5.5,1,1243,01
6.0,1,1107,04
6.5,2,1023,03
7.5,6,2372,23
4.9,2,628,13
6.5,1,998,10
30.0,1,8543,15
7.5,1,2715,23
6.5,1,1007,08
5.5,1,1032,08
9.5,1,2320,08
3.7,1,868,17
5.3,1,1280,01
9.7,1,4296,21
13.5,1,4777,10
22.5,1,5838,16
9.3,1,3275,16
6.0,1,1164,13
9.5,1,3059,11
9.0,1,2215,11
13.5,1,1664,06
6.9,1,1264,14
8.5,1,2414,12
25.7,1,10807,23
30.67,1,9439,11
8.5,1,2252,18
5.3,1,1081,16
6.0,1,1600,07
16.0,1,4759,08
16.5,1,2283,16
9.5,1,3702,21
6.5,1,2193,10
5.5,1,1520,08
30.83,1,7583,05
6.9,5,2117,23
10.0,1,2467,08
4.1,1,779,14
3.7,1,929,14
5.7,1,1527,22
6.0,1,1176,21
6.5,1,965,10
7.5,2,1264,07
5.0,2,1430,12
8.1,1,1278,12
4.0,1,714,11
17.7,1,7676,11
20.5,6,6260,14
4.1,1,489,19
3.7,6,529,01
3.7,1,820,13
11.7,1,3592,12
3.7,2,704,02
4.5,1,1249,19
49.8,1,21307,21
57.33,2,19590,17
13.0,4,2971,16
8.0,3,2099,17
10.1,5,4228,20
9.7,1,2482,04
8.9,1,3090,17
5.5,3,1467,01
6.5,1,2121,16
6.5,5,968,09
6.1,1,1552,22
25.87,1,10416,05
5.3,1,872,19
8.6,2,3339,21
10.9,5,4413,21
3.7,2,329,11
5.0,1,795,21
4.9,1,917,21
8.9,1,2715,00
15.3,2,4046,19
8.1,1,2391,21
20.5,3,7668,00
28.5,1,7031,22
12.0,6,2660,20
8.0,1,1535,14
16.9,1,5889,20
11.5,1,2027,12
28.5,1,9764,19
17.0,1,6481,02
9.7,3,2569,13
4.1,1,962,12
14.5,5,4851,20
6.5,1,1085,16
4.9,1,1073,18
4.5,1,991,08
4.0,2,768,09
6.5,2,1699,19
9.5,1,2134,14
4.9,1,926,09
11.7,3,4108,20
28.67,2,10228,12
6.9,2,1416,12
12.5,1,3911,20
5.5,4,1260,07
10.5,1,2215,12
6.9,1,678,22
9.3,1,3450,14
32.5,4,9892,12
6.1,1,719,19
8.5,2,2539,07
14.5,1,2549,08
56.8,3,19922,09
14.0,1,2866,18
7.0,1,1961,22
3.7,1,433,19
12.5,2,5149,23
3.5,2,518,20
9.3,2,3419,21
15.0,1,2657,08
7.5,1,2476,18
4.9,1,1170,09
4.1,1,942,21
8.9,1,2974,08
7.0,1,1380,20
6.1,1,1799,18
9.5,1,3228,22
14.1,2,5794,00
12.0,1,2233,20
8.0,2,2444,22
19.5,1,4029,12
8.1,1,1964,12
17.3,1,3426,10
8.5,6,2607,09
12.0,1,1741,17
7.5,1,768,16
13.0,1,3944,16
5.3,1,1565,21
11.3,1,3405,22
18.5,1,6353,07
8.5,2,1880,17
11.7,2,5213,21
6.5,1,1173,12
12.1,1,4807,10
5.0,1,804,20
4.9,2,1579,22
4.9,1,1497,00
6.5,2,1815,23
4.5,2,916,19
7.7,2,1773,09
5.3,1,897,09
8.9,2,2037,19
5.3,1,1631,23
11.5,1,2725,15
10.5,1,2545,19
4.5,1,1154,23
43.0,1,13736,18
4.9,1,1230,23
5.7,1,1355,08
5.7,1,1680,06
10.1,2,1697,16
10.5,1,3144,20
22.0,2,6602,20
15.7,1,2737,03
8.5,1,2685,19
10.5,1,5179,00
8.5,1,2708,02
15.0,6,4002,18
7.3,1,2090,12
13.7,1,5300,00
97.29,1,15373,22
6.1,1,1416,23
34.33,1,8615,05
8.0,1,1523,12
6.5,2,2173,16
14.0,3,3345,15
14.5,1,6407,20
5.7,5,2032,23
7.0,1,1398,18
9.5,1,2100,23
11.3,1,3974,15
4.5,2,1259,14
17.0,1,5871,19
8.1,5,899,23
9.0,2,2929,21
7.3,1,1255,19
5.5,1,1053,20
10.5,6,3684,11
4.9,5,1319,19
8.9,1,2757,21
7.5,6,1449,21
4.9,1,741,16
3.3,2,499,11
7.5,1,2531,19
5.5,5,1330,11
7.5,1,1558,21
8.0,1,1112,11
4.1,1,647,12
3.7,2,630,13
9.5,1,2649,21
4.5,1,942,10
9.3,1,3257,22
10.9,2,3307,21
7.7,2,2140,12
8.0,1,1326,14
22.1,1,6279,13
9.5,1,1654,13
8.5,2,2069,04
6.5,1,2285,00
8.5,2,2257,00
46.0,1,9473,09
6.0,1,1599,12
10.0,1,2749,16
4.1,1,1087,17
15.3,2,7199,23
17.0,1,3568,13
4.5,1,810,22
5.3,1,865,12
8.9,1,2568,23
4.1,1,682,14
4.9,1,1382,22
11.5,2,3900,14
15.0,1,4581,14
6.9,1,1297,19
5.7,4,1925,17
4.5,1,608,13
9.5,1,1768,12
8.0,1,1417,21
6.5,1,1321,23
9.3,1,2276,08
34.1,5,9397,22
8.1,2,1537,12
4.5,1,645,15
29.0,1,12964,12
42.33,1,9928,15
11.7,1,4142,01
6.0,1,1296,21
10.1,1,3489,23
25.2,1,8496,23
9.7,5,1077,21
5.7,2,1153,13
6.1,1,1473,09
14.5,1,4557,02
11.0,2,1503,10
6.9,1,1130,10
19.5,1,5094,23
8.9,1,1932,18
15.7,2,7315,01
4.5,1,1260,17
39.5,1,14299,07
4.1,1,1249,22
7.7,1,2741,17
11.7,1,3225,14
12.5,1,2309,10
6.9,1,1814,07
8.1,1,2717,00
11.5,1,3300,19
5.5,2,1331,22
11.0,5,2988,21
56.8,2,20156,12
9.0,1,1874,10
15.7,4,6455,23
5.5,1,828,07
7.7,1,975,16
11.5,5,3169,01
8.0,1,2381,07
5.5,1,813,09
8.5,1,3387,08
27.0,1,11455,03
9.5,1,2110,21
7.0,1,1543,18
11.5,2,3823,17
12.9,1,3435,15
19.7,2,7645,21
9.7,1,3905,04
8.9,5,1445,15
4.1,1,803,17
5.7,1,1528,20
5.3,3,1211,00
7.3,1,782,12
9.5,1,1801,15
19.5,1,5252,03
4.5,2,1338,15
9.7,1,3561,20
10.5,1,2902,00
4.5,2,795,17
11.5,1,3199,12
7.5,1,1422,22
8.5,1,1329,09
9.7,6,3701,16
5.7,5,1169,10
5.7,1,1286,22
10.0,5,2018,21
11.7,1,5329,09
15.0,1,6548,21
7.7,1,1812,22
10.5,3,2963,19
18.0,1,5235,09
17.5,1,7149,22
5.5,1,1483,12
7.3,1,1227,13
8.5,1,1389,19
11.3,1,4345,18
17.0,3,5471,19
6.0,1,1523,15
22.0,1,7977,22
7.7,2,2124,19
11.0,6,1868,19
7.0,1,1354,15
9.3,1,3759,19
5.5,1,880,18
4.9,1,1289,12
43.3,1,17179,23
6.5,4,1587,18
8.5,1,2413,11
12.0,1,3246,20
9.5,1,1982,13
9.0,3,1246,15
5.7,2,1859,20
6.9,1,2777,00
5.5,1,975,23
4.9,1,1202,08
16.27,1,3052,17
18.0,1,4598,20
49.8,1,19397,16
4.1,2,872,23
10.5,6,1095,19
14.0,1,2859,09
12.5,5,1921,15
4.1,1,582,23
3.5,1,467,20
5.5,1,720,14
3.7,1,709,23
6.9,1,2043,09
5.0,3,809,00
14.9,1,4946,22
12.0,6,2025,09
12.9,4,6297,01
52.0,1,21199,13
24.9,1,10624,14
6.1,2,1234,04
6.1,2,1264,09
4.1,1,508,13
10.0,1,3607,05
8.0,1,1815,22
24.5,1,4927,21
6.0,1,1307,14
17.7,5,6998,04
4.5,1,1823,00
11.7,1,2284,18
7.3,1,2166,22
6.9,1,1221,22
14.0,1,3475,20
8.0,1,1707,16
18.1,1,6384,18
12.9,1,3964,23
30.5,1,8977,11
28.1,2,9004,22
12.5,1,2723,14
11.3,1,1992,13
26.1,1,9966,10
15.3,1,5522,17
14.1,1,3060,17
4.1,2,805,09
8.5,1,3014,20
11.7,1,3942,19
49.57,1,20448,17
4.6,1,654,22
4.1,2,794,20
16.5,5,7039,01
5.3,1,1437,08
8.5,1,851,12
5.3,1,1599,20
11.3,1,3688,11
18.0,1,6378,00
5.5,3,800,11
9.5,2,1976,19
4.0,2,508,23
8.5,1,2709,19
17.7,3,7976,02
10.5,1,2533,22
18.5,1,6170,21
4.5,1,1049,11
12.5,1,3542,12
10.1,1,1950,10
13.5,1,4308,19
7.7,6,2596,21
9.0,1,2215,17
16.5,1,4926,17
4.5,1,881,17
10.1,2,3952,19
4.5,1,870,20
17.3,1,4009,21
12.9,2,3621,11
6.5,1,1709,22
5.7,1,1202,11
6.1,2,2080,22
10.1,2,2329,15
6.5,1,1772,20
11.0,1,4216,02
32.5,1,6897,08
6.5,1,1856,22
14.9,1,5648,14
9.7,1,3273,13
19.3,1,6468,13
7.0,1,1811,08
10.1,1,4635,05
7.3,1,2498,22
10.0,4,2752,21
15.5,1,4035,15
5.3,1,1096,09
8.9,3,2244,13
4.1,1,1165,11
10.0,1,2048,19
7.5,1,1297,16
10.0,1,3763,22
6.1,2,2365,16
3.7,2,373,20
11.0,1,2106,18
14.8,3,2165,21
27.5,1,5639,14
5.3,1,1380,01
17.5,6,5139,12
5.3,1,1299,17
13.0,1,3940,21
16.5,5,5182,20
5.7,1,1311,07
5.5,1,705,08
9.7,1,1194,19
9.3,5,1573,13
5.7,5,1191,19
5.7,1,2073,07
5.3,1,1310,20
7.7,1,1914,02
7.5,1,1275,16
14.0,1,1516,18
8.5,4,1234,23
12.1,2,2654,20
6.9,1,1661,22
12.1,1,3889,13
6.1,1,1351,13
6.1,5,2496,14
4.5,1,895,21
8.5,1,1618,16
8.5,1,1668,20
16.1,5,6247,17
5.3,4,1019,10
6.0,1,936,12
5.0,1,566,10
7.0,1,994,15
11.0,1,2527,02
5.7,1,1700,13
4.5,1,1316,22
7.5,1,1692,16
7.3,1,2582,11
9.7,1,4271,00
7.3,1,1962,19
7.7,5,2894,22
5.3,1,1146,12
6.5,1,1096,23
11.0,1,1981,10
19.3,1,5351,14
10.0,5,3427,20
3.7,1,412,20
5.3,2,1376,14
12.1,5,3447,18
16.5,2,2298,14
7.0,1,1445,13
6.1,1,1561,02
6.0,1,1212,21
8.9,1,2907,19
4.5,1,1056,21
4.0,1,951,07
5.3,1,1301,07
10.5,5,3288,13
6.9,1,1110,09
4.9,1,694,15
4.9,2,1650,16
11.7,1,2528,17
4.9,4,1215,04
9.8,1,2646,23
17.5,1,4716,20
14.0,1,4856,22
12.5,1,4932,23
5.3,1,1450,22
7.7,5,2261,10
20.9,1,8153,16
6.1,1,564,07
7.7,2,1623,09
6.9,2,1995,22
5.3,1,1469,11
6.1,1,1229,09
5.3,1,1095,00
30.0,2,12948,06
9.0,1,2124,18
5.5,1,723,11
13.3,2,5676,23
31.3,1,11644,18
7.3,3,1447,12
7.3,2,1686,22
4.5,2,962,20
10.1,2,2527,00
5.0,1,1478,00
6.1,1,1767,22
4.5,1,1222,19
8.0,1,2172,17
18.5,1,7318,21
8.5,1,1429,17
5.0,2,1070,21
7.3,1,2670,07
4.5,5,863,09
49.8,1,20575,14
9.0,1,2275,22
13.7,4,3214,14
7.0,3,2600,00
11.3,1,4280,23
5.3,5,1279,20
11.3,1,3762,07
9.5,6,2139,20
10.9,1,3085,21
4.1,1,741,16
9.0,1,1395,12
18.0,3,5518,18
7.5,5,1226,08
10.5,1,3834,01
6.5,1,2528,22
9.5,1,3212,22
10.5,2,1770,02
10.0,1,2726,03
3.0,1,375,18
7.5,6,2208,01
6.0,1,1021,19
13.9,1,4148,18
4.9,1,993,17
5.3,3,869,01
4.1,2,581,01
5.5,6,885,09
6.1,1,1009,20
12.1,3,3094,22
18.5,1,6214,13
9.3,3,1407,11
6.1,1,1123,18
8.1,1,3965,07
4.0,6,395,02
4.9,5,1907,06
5.3,1,1104,12
10.5,1,4401,21
6.9,1,1107,12
7.0,5,1219,13
4.9,1,887,23
18.5,1,5951,15
7.0,1,1763,22
5.0,1,1294,14
7.5,4,1274,18
6.9,1,2105,19
7.3,5,2473,10
7.7,1,693,14
6.1,1,1711,13
11.5,1,1885,13
8.5,1,3584,19
4.9,2,951,08
11.5,1,2368,13
4.0,1,588,18
57.33,1,20728,17
31.0,1,7270,10
7.7,5,2172,17
8.0,1,1162,12
9.0,5,3679,19
14.5,1,4767,23
163.0,1,31688,08
8.5,2,2265,15
7.3,1,3084,14
6.9,2,2852,22
4.5,1,836,20
6.1,3,1719,17
12.5,1,3192,08
9.3,1,3206,10
9.5,1,2093,09
10.0,1,2368,15
6.9,1,930,17
7.7,1,1570,12
11.5,2,2637,22
10.5,1,1085,18
6.5,1,1816,13
4.9,1,1168,20
14.9,1,6161,17
4.9,1,419,09
49.8,3,17047,12
3.0,1,489,19
3.7,2,438,16
15.5,1,4457,13
7.0,1,1487,08
6.1,3,1149,13
10.5,1,1045,00
8.9,1,1696,15
5.3,1,1592,19
10.5,1,1688,01
14.5,1,2806,17
4.1,1,733,21
6.9,1,1301,18
19.5,1,6147,01
4.5,2,577,11
6.0,1,1119,19
29.7,1,13481,11
4.5,2,766,17
9.7,1,2668,11
23.0,1,8324,22
6.0,1,1021,01
11.5,1,1837,12
17.0,3,5494,12
6.5,1,1538,11
11.5,5,2837,21
6.9,1,1649,20
18.1,1,2625,09
7.5,1,1566,09
4.9,1,1198,19
42.5,6,16021,20
16.5,1,6536,16
6.5,1,1714,23
8.5,1,1875,02
24.9,1,8942,12
5.3,5,439,15
7.5,2,1664,22
4.9,1,741,21
8.5,2,918,11
25.7,5,12214,11
7.0,1,1070,19
3.7,1,677,17
10.5,1,1557,14
6.5,5,1444,08
12.5,1,3715,14
7.3,1,1638,08
8.0,2,2454,21
7.0,3,1967,19
5.0,1,1451,19
9.7,1,2001,18
49.57,5,23438,06
6.9,5,1533,19
6.1,1,945,12
6.1,1,1642,18
5.5,1,1039,12
5.7,6,840,15
26.6,2,11137,20
7.7,1,1083,07
8.1,1,3734,23
4.5,1,1169,17
8.5,1,1168,08
8.5,1,3177,16
8.5,1,2699,12
6.5,1,822,17
4.9,1,796,11
16.5,2,1431,17
8.5,1,2756,22
4.0,1,792,21
8.9,5,2254,14
8.9,1,3573,22
8.0,1,1912,12
10.9,1,2153,09
17.5,6,6496,01
7.3,1,1958,02
9.5,1,1517,19
7.7,2,2738,23
7.7,1,1688,10
18.5,4,5645,18
6.1,4,533,17
8.0,2,1761,17
8.5,1,1736,09
14.9,1,6153,11
5.3,1,1114,23
7.0,4,1656,06
10.7,1,3178,19
16.5,2,6419,17
6.9,4,2245,21
5.3,3,1593,01
6.5,2,1661,16
37.0,1,14861,01
4.5,1,1036,21
43.16,5,10188,14
4.1,1,559,12
7.0,1,1426,09
9.5,1,2145,14
4.9,1,1117,10
10.5,1,4930,06
32.25,1,10382,01
8.5,1,2002,23
10.5,1,3634,00
5.3,1,1315,20
6.1,1,1845,11
6.5,2,1943,12
34.83,1,10776,14
7.0,1,1538,00
10.5,1,3426,17
28.5,1,7090,14
7.5,5,992,14
5.3,1,1305,13
11.3,1,2884,10
8.9,2,2605,22
8.9,1,2399,12
7.5,1,1509,13
17.5,2,5683,19
6.9,3,1710,16
15.3,1,6405,20
3.3,2,628,12
16.0,2,5482,00
16.0,1,4951,23
6.5,1,1979,22
6.5,1,1955,21
4.1,1,1138,07
5.7,1,1536,14
7.7,1,2083,08
9.7,1,1807,16
6.5,1,838,09
10.5,2,2631,17
4.1,1,637,07
6.0,3,1144,19
9.0,1,2855,19
6.0,2,700,23
8.1,2,1884,20
4.5,1,790,14
14.5,5,3950,09
8.9,1,2918,13
8.5,1,4124,19
10.5,1,1686,09
9.5,2,2872,22
9.7,1,3255,22
11.3,1,3317,16
5.7,5,571,22
7.0,1,1215,01
12.5,1,4683,02
19.5,1,5990,16
9.7,1,3119,17
13.3,1,5989,00
15.0,1,3601,21
6.9,1,1091,23
4.9,1,1270,19
10.5,2,1887,16
4.5,1,1105,10
4.5,1,766,18
7.0,3,1735,15
6.5,1,2089,18
15.3,5,5744,16
31.07,1,10108,13
7.3,1,2447,21
4.1,1,517,17
5.7,1,1117,08
12.5,1,4127,21
6.0,1,1791,09
7.7,2,2898,12
8.5,1,2004,13
20.9,1,6935,09
5.0,1,1089,22
4.9,5,1035,19
24.5,1,10593,03
8.0,1,2195,01
4.9,1,1291,10
7.5,4,1631,10
9.5,1,1356,15
4.1,2,959,12
5.3,1,1466,21
10.5,3,2090,12
28.5,2,9194,12
18.5,5,5581,15
5.3,5,1192,13
6.9,1,3129,21
8.9,1,4329,17
5.7,3,594,10
5.0,1,856,08
6.5,1,1176,12
6.5,2,1051,10
5.3,5,1282,18
5.7,1,2057,19
14.0,1,3497,01
11.7,2,3669,18
4.5,1,943,06
5.5,3,1122,01
10.5,1,2151,10
11.0,2,2492,17
8.1,1,1998,16
6.9,1,1186,19
3.7,1,428,12
7.0,2,1739,04
7.5,1,2181,11
3.7,1,360,19
4.9,1,982,18
18.5,2,7726,23
7.3,1,2605,11
5.5,1,912,08
9.0,2,2803,12
23.0,6,8524,23
5.3,1,1258,20
7.0,2,1425,12
4.1,1,634,16
9.5,6,2170,20
7.3,2,2662,21
19.5,2,6796,12
10.0,4,3786,23
6.5,1,1395,09
13.3,1,2159,11
26.0,2,7963,15
9.0,1,2162,02
9.5,1,2470,18
6.9,1,1516,08
15.7,1,2984,17
28.5,1,11056,06
49.8,1,19148,12
4.5,1,1155,10
3.7,3,789,23
6.5,1,1418,14
4.5,1,952,08
11.5,1,2601,19
6.0,1,994,08
5.7,2,1962,22
35.5,2,13285,11
6.5,1,1568,15
9.0,5,2134,08
6.1,1,2017,18
11.5,1,2338,07
5.7,1,1433,18
49.57,1,20158,20
6.1,1,2025,23
5.3,1,457,11
7.3,3,1851,14
6.0,1,1283,10
7.7,2,2166,15
6.5,3,1959,15
6.5,1,2322,09
8.1,1,2934,04
5.7,1,1867,00
5.5,5,1540,12
16.0,1,4120,19
8.5,3,3157,21
7.0,5,1215,17
8.9,1,2869,13
23.0,1,5111,17
6.9,1,3057,00
7.3,2,2519,21
5.3,5,820,19
9.7,1,3393,14
9.7,2,1744,18
20.0,1,5339,04
5.7,1,2159,22
4.5,1,1061,21
7.5,2,1811,02
4.0,1,606,23
10.5,1,3655,23
5.3,2,1867,18
6.1,5,1623,02
7.5,2,2364,14
6.1,1,1023,18
7.0,2,2565,21
7.0,3,1765,23
10.1,1,3484,23
